,Unnamed: 0,count,event,applnNo
1246,1246,22,Hospitalization,NDA050802
1247,1247,1,Life Threatening Event,NDA050802
1248,1248,2733,Serious Cases,ANDA090218
1249,1249,112,Death,ANDA090218
1250,1250,59,Disabling,ANDA090218
1251,1251,857,Hospitalization,ANDA090218
1252,1252,80,Life Threatening Event,ANDA090218
1253,1253,18882,Serious Cases,ANDA204306
1254,1254,2200,Death,ANDA204306
1255,1255,2751,Disabling,ANDA204306
1256,1256,7743,Hospitalization,ANDA204306
1257,1257,2298,Life Threatening Event,ANDA204306
1258,1258,41960,Serious Cases,NDA212436
1259,1259,8748,Death,NDA212436
1260,1260,314,Disabling,NDA212436
1261,1261,12014,Hospitalization,NDA212436
1262,1262,772,Life Threatening Event,NDA212436
1263,1263,389,Serious Cases,ANDA090372
1264,1264,42,Death,ANDA090372
1265,1265,22,Disabling,ANDA090372
1266,1266,172,Hospitalization,ANDA090372
1267,1267,21,Life Threatening Event,ANDA090372
1268,1268,25627,Serious Cases,NDA202192
1269,1269,7694,Death,NDA202192
1270,1270,190,Disabling,NDA202192
1271,1271,10225,Hospitalization,NDA202192
1272,1272,652,Life Threatening Event,NDA202192
1273,1273,1230,Serious Cases,NDA202736
1274,1274,219,Death,NDA202736
1275,1275,26,Disabling,NDA202736
1276,1276,645,Hospitalization,NDA202736
1277,1277,124,Life Threatening Event,NDA202736
1278,1278,835,Serious Cases,NDA018652
1279,1279,273,Death,NDA018652
1280,1280,279,Disabling,NDA018652
1281,1281,545,Hospitalization,NDA018652
1282,1282,324,Life Threatening Event,NDA018652
1283,1283,3356,Serious Cases,ANDA078833
1284,1284,42,Death,ANDA078833
1285,1285,67,Disabling,ANDA078833
1286,1286,2181,Hospitalization,ANDA078833
1287,1287,188,Life Threatening Event,ANDA078833
1288,1288,45,Serious Cases,ANDA210424
1289,1289,6,Death,ANDA210424
1290,1290,31,Hospitalization,ANDA210424
1291,1291,4,Life Threatening Event,ANDA210424
1292,1292,10,Serious Cases,part357B
1293,1293,3,Death,part357B
1294,1294,1,Hospitalization,part357B
1295,1295,1607,Serious Cases,ANDA075563
1296,1296,216,Death,ANDA075563
1297,1297,52,Disabling,ANDA075563
1298,1298,897,Hospitalization,ANDA075563
1299,1299,173,Life Threatening Event,ANDA075563
1300,1300,91663,Serious Cases,M001
1301,1301,15280,Death,M001
1302,1302,4496,Disabling,M001
1303,1303,51387,Hospitalization,M001
1304,1304,7797,Life Threatening Event,M001
1305,1305,5040,Serious Cases,NDA022257
1306,1306,1011,Death,NDA022257
1307,1307,110,Disabling,NDA022257
1308,1308,2777,Hospitalization,NDA022257
1309,1309,287,Life Threatening Event,NDA022257
1310,1310,408,Serious Cases,ANDA076712
1311,1311,21,Death,ANDA076712
1312,1312,20,Disabling,ANDA076712
1313,1313,153,Hospitalization,ANDA076712
1314,1314,12,Life Threatening Event,ANDA076712
1315,1315,9857,Serious Cases,NDA022291
1316,1316,3835,Death,NDA022291
1317,1317,129,Disabling,NDA022291
1318,1318,3424,Hospitalization,NDA022291
1319,1319,396,Life Threatening Event,NDA022291
1320,1320,29191,Serious Cases,NDA021073
1321,1321,4170,Death,NDA021073
1322,1322,1110,Disabling,NDA021073
1323,1323,10938,Hospitalization,NDA021073
1324,1324,1577,Life Threatening Event,NDA021073
1325,1325,492,Serious Cases,ANDA206589
1326,1326,127,Death,ANDA206589
1327,1327,5,Disabling,ANDA206589
1328,1328,212,Hospitalization,ANDA206589
1329,1329,50,Life Threatening Event,ANDA206589
1330,1330,412,Serious Cases,ANDA079064
1331,1331,22,Death,ANDA079064
1332,1332,23,Disabling,ANDA079064
1333,1333,174,Hospitalization,ANDA079064
1334,1334,20,Life Threatening Event,ANDA079064
1335,1335,21815,Serious Cases,NDA021743
1336,1336,14024,Death,NDA021743
1337,1337,243,Disabling,NDA021743
1338,1338,5182,Hospitalization,NDA021743
1339,1339,419,Life Threatening Event,NDA021743
1340,1340,777,Serious Cases,NDA012616
1341,1341,112,Death,NDA012616
1342,1342,21,Disabling,NDA012616
1343,1343,464,Hospitalization,NDA012616
1344,1344,34,Life Threatening Event,NDA012616
1345,1345,18291,Serious Cases,NDA022352
1346,1346,2970,Death,NDA022352
1347,1347,905,Disabling,NDA022352
1348,1348,9990,Hospitalization,NDA022352
1349,1349,1284,Life Threatening Event,NDA022352
1350,1350,2103,Serious Cases,NDA017808
1351,1351,266,Death,NDA017808
1352,1352,136,Disabling,NDA017808
1353,1353,938,Hospitalization,NDA017808
1354,1354,84,Life Threatening Event,NDA017808
1355,1355,1167,Serious Cases,ANDA200961
1356,1356,39,Death,ANDA200961
1357,1357,55,Disabling,ANDA200961
1358,1358,490,Hospitalization,ANDA200961
1359,1359,88,Life Threatening Event,ANDA200961
1360,1360,28411,Serious Cases,ANDA210435
1361,1361,5040,Death,ANDA210435
1362,1362,330,Disabling,ANDA210435
1363,1363,13040,Hospitalization,ANDA210435
1364,1364,1807,Life Threatening Event,ANDA210435
1365,1365,5106,Serious Cases,NDA018956
1366,1366,424,Death,NDA018956
1367,1367,124,Disabling,NDA018956
1368,1368,2105,Hospitalization,NDA018956
1369,1369,711,Life Threatening Event,NDA018956
1370,1370,5376,Serious Cases,NDA202123
1371,1371,79,Death,NDA202123
1372,1372,17,Disabling,NDA202123
1373,1373,382,Hospitalization,NDA202123
1374,1374,14,Life Threatening Event,NDA202123
1375,1375,3545,Serious Cases,NDA018612
1376,1376,128,Death,NDA018612
1377,1377,94,Disabling,NDA018612
1378,1378,795,Hospitalization,NDA018612
1379,1379,104,Life Threatening Event,NDA018612
1380,1380,80393,Serious Cases,NDA019034
1381,1381,26875,Death,NDA019034
1382,1382,9380,Disabling,NDA019034
1383,1383,15161,Hospitalization,NDA019034
1384,1384,1414,Life Threatening Event,NDA019034
1385,1385,15032,Serious Cases,ANDA214467
1386,1386,2128,Death,ANDA214467
1387,1387,617,Disabling,ANDA214467
1388,1388,8881,Hospitalization,ANDA214467
1389,1389,1472,Life Threatening Event,ANDA214467
1390,1390,2637,Serious Cases,BLA125511
1391,1391,81,Death,BLA125511
1392,1392,25,Disabling,BLA125511
1393,1393,1462,Hospitalization,BLA125511
1394,1394,561,Life Threatening Event,BLA125511
1395,1395,1449,Serious Cases,NDA204760
1396,1396,247,Death,NDA204760
1397,1397,29,Disabling,NDA204760
1398,1398,692,Hospitalization,NDA204760
1399,1399,52,Life Threatening Event,NDA204760
1400,1400,124,Serious Cases,ANDA201512
1401,1401,8,Death,ANDA201512
1402,1402,13,Disabling,ANDA201512
1403,1403,57,Hospitalization,ANDA201512
1404,1404,8,Life Threatening Event,ANDA201512
1405,1405,8200,Serious Cases,NDA021992
1406,1406,402,Death,NDA021992
1407,1407,380,Disabling,NDA021992
1408,1408,2284,Hospitalization,NDA021992
1409,1409,306,Life Threatening Event,NDA021992
1410,1410,56769,Serious Cases,NDA022259
1411,1411,9047,Death,NDA022259
1412,1412,1110,Disabling,NDA022259
1413,1413,24238,Hospitalization,NDA022259
1414,1414,4489,Life Threatening Event,NDA022259
1415,1415,543,Serious Cases,NDA050065
1416,1416,46,Death,NDA050065
1417,1417,54,Disabling,NDA050065
1418,1418,187,Hospitalization,NDA050065
1419,1419,32,Life Threatening Event,NDA050065
1420,1420,156,Serious Cases,NDA018689
1421,1421,28,Death,NDA018689
1422,1422,8,Disabling,NDA018689
1423,1423,94,Hospitalization,NDA018689
1424,1424,8,Life Threatening Event,NDA018689
1425,1425,811,Serious Cases,ANDA203895
1426,1426,79,Death,ANDA203895
1427,1427,44,Disabling,ANDA203895
1428,1428,375,Hospitalization,ANDA203895
1429,1429,140,Life Threatening Event,ANDA203895
1430,1430,416,Serious Cases,ANDA090533
1431,1431,40,Death,ANDA090533
1432,1432,17,Disabling,ANDA090533
1433,1433,112,Hospitalization,ANDA090533
1434,1434,7,Life Threatening Event,ANDA090533
1435,1435,912,Serious Cases,ANDA216348
1436,1436,78,Death,ANDA216348
1437,1437,40,Disabling,ANDA216348
1438,1438,411,Hospitalization,ANDA216348
1439,1439,35,Life Threatening Event,ANDA216348
1440,1440,23372,Serious Cases,NDA021324
1441,1441,2361,Death,NDA021324
1442,1442,715,Disabling,NDA021324
1443,1443,11473,Hospitalization,NDA021324
1444,1444,1246,Life Threatening Event,NDA021324
1445,1445,12167,Serious Cases,ANDA074700
1446,1446,2484,Death,ANDA074700
1447,1447,554,Disabling,ANDA074700
1448,1448,7309,Hospitalization,ANDA074700
1449,1449,852,Life Threatening Event,ANDA074700
1450,1450,3792,Serious Cases,NDA022088
1451,1451,960,Death,NDA022088
1452,1452,68,Disabling,NDA022088
1453,1453,1993,Hospitalization,NDA022088
1454,1454,271,Life Threatening Event,NDA022088
1455,1455,62519,Serious Cases,NDA020829
1456,1456,4008,Death,NDA020829
1457,1457,3331,Disabling,NDA020829
1458,1458,28059,Hospitalization,NDA020829
1459,1459,3046,Life Threatening Event,NDA020829
1460,1460,26070,Serious Cases,M009
1461,1461,5843,Death,M009
1462,1462,773,Disabling,M009
1463,1463,10901,Hospitalization,M009
1464,1464,1859,Life Threatening Event,M009
1465,1465,267,Serious Cases,ANDA090956
1466,1466,30,Death,ANDA090956
1467,1467,8,Disabling,ANDA090956
1468,1468,105,Hospitalization,ANDA090956
1469,1469,1,Life Threatening Event,ANDA090956
1470,1470,28603,Serious Cases,NDA018705
1471,1471,4781,Death,NDA018705
1472,1472,1143,Disabling,NDA018705
1473,1473,17255,Hospitalization,NDA018705
1474,1474,2109,Life Threatening Event,NDA018705
1475,1475,23016,Serious Cases,NDA204516
1476,1476,3755,Death,NDA204516
1477,1477,869,Disabling,NDA204516
1478,1478,11037,Hospitalization,NDA204516
1479,1479,1595,Life Threatening Event,NDA204516
1480,1480,191,Serious Cases,ANDA076994
1481,1481,10,Death,ANDA076994
1482,1482,6,Disabling,ANDA076994
1483,1483,74,Hospitalization,ANDA076994
1484,1484,8,Life Threatening Event,ANDA076994
1485,1485,75,Serious Cases,ANDA212932
1486,1486,17,Death,ANDA212932
1487,1487,2,Disabling,ANDA212932
1488,1488,26,Hospitalization,ANDA212932
1489,1489,9,Life Threatening Event,ANDA212932
1490,1490,224,Serious Cases,NDA018655
1491,1491,18,Death,NDA018655
1492,1492,8,Disabling,NDA018655
1493,1493,99,Hospitalization,NDA018655
1494,1494,23,Life Threatening Event,NDA018655
1495,1495,9332,Serious Cases,ANDA209652
1496,1496,1104,Death,ANDA209652
1497,1497,230,Disabling,ANDA209652
1498,1498,3717,Hospitalization,ANDA209652
1499,1499,597,Life Threatening Event,ANDA209652
1500,1500,1588,Serious Cases,NDA201277
1501,1501,163,Death,NDA201277
1502,1502,119,Disabling,NDA201277
1503,1503,517,Hospitalization,NDA201277
1504,1504,175,Life Threatening Event,NDA201277
1505,1505,5068,Serious Cases,NDA019885
1506,1506,595,Death,NDA019885
1507,1507,295,Disabling,NDA019885
1508,1508,2865,Hospitalization,NDA019885
1509,1509,256,Life Threatening Event,NDA019885
1510,1510,57877,Serious Cases,ANDA074726
1511,1511,11663,Death,ANDA074726
1512,1512,1825,Disabling,ANDA074726
1513,1513,35590,Hospitalization,ANDA074726
1514,1514,4756,Life Threatening Event,ANDA074726
1515,1515,775,Serious Cases,NDA204168
1516,1516,28,Death,NDA204168
1517,1517,24,Disabling,NDA204168
1518,1518,207,Hospitalization,NDA204168
1519,1519,23,Life Threatening Event,NDA204168
1520,1520,2,Serious Cases,ANDA090019
1521,1521,1,Hospitalization,ANDA090019
1522,1522,1,Life Threatening Event,ANDA090019
1523,1523,88,Serious Cases,ANDA076835
1524,1524,10,Death,ANDA076835
1525,1525,3,Disabling,ANDA076835
1526,1526,56,Hospitalization,ANDA076835
1527,1527,14,Life Threatening Event,ANDA076835
1528,1528,20109,Serious Cases,BLA205692
1529,1529,2355,Death,BLA205692
1530,1530,759,Disabling,BLA205692
1531,1531,11354,Hospitalization,BLA205692
1532,1532,1554,Life Threatening Event,BLA205692
1533,1533,4738,Serious Cases,NDA203975
1534,1534,644,Death,NDA203975
1535,1535,129,Disabling,NDA203975
1536,1536,2359,Hospitalization,NDA203975
1537,1537,179,Life Threatening Event,NDA203975
1538,1538,893,Serious Cases,ANDA204737
1539,1539,136,Death,ANDA204737
1540,1540,44,Disabling,ANDA204737
1541,1541,422,Hospitalization,ANDA204737
1542,1542,61,Life Threatening Event,ANDA204737
1543,1543,144201,Serious Cases,BLA103705
1544,1544,25899,Death,BLA103705
1545,1545,5664,Disabling,BLA103705
1546,1546,49209,Hospitalization,BLA103705
1547,1547,9241,Life Threatening Event,BLA103705
1548,1548,237,Serious Cases,NDA021355
1549,1549,9,Death,NDA021355
1550,1550,9,Disabling,NDA021355
1551,1551,76,Hospitalization,NDA021355
1552,1552,6,Life Threatening Event,NDA021355
1553,1553,47067,Serious Cases,NDA021306
1554,1554,23349,Death,NDA021306
1555,1555,2671,Disabling,NDA021306
1556,1556,7603,Hospitalization,NDA021306
1557,1557,876,Life Threatening Event,NDA021306
1558,1558,389,Serious Cases,NDA204242
1559,1559,13,Death,NDA204242
1560,1560,48,Disabling,NDA204242
1561,1561,61,Hospitalization,NDA204242
1562,1562,19,Life Threatening Event,NDA204242
1563,1563,504,Serious Cases,NDA203491
1564,1564,28,Death,NDA203491
1565,1565,8,Disabling,NDA203491
1566,1566,141,Hospitalization,NDA203491
1567,1567,10,Life Threatening Event,NDA203491
1568,1568,109755,Serious Cases,ANDA018659
1569,1569,19078,Death,ANDA018659
1570,1570,3723,Disabling,ANDA018659
1571,1571,66196,Hospitalization,ANDA018659
1572,1572,9216,Life Threatening Event,ANDA018659
1573,1573,13340,Serious Cases,NDA217514
1574,1574,3945,Death,NDA217514
1575,1575,245,Disabling,NDA217514
1576,1576,5052,Hospitalization,NDA217514
1577,1577,470,Life Threatening Event,NDA217514
1578,1578,71752,Serious Cases,NDA021011
1579,1579,28753,Death,NDA021011
1580,1580,7592,Disabling,NDA021011
1581,1581,11933,Hospitalization,NDA021011
1582,1582,1533,Life Threatening Event,NDA021011
1583,1583,14793,Serious Cases,ANDA205660
1584,1584,2893,Death,ANDA205660
1585,1585,444,Disabling,ANDA205660
1586,1586,8738,Hospitalization,ANDA205660
1587,1587,1780,Life Threatening Event,ANDA205660
1588,1588,124,Serious Cases,ANDA201512
1589,1589,8,Death,ANDA201512
1590,1590,13,Disabling,ANDA201512
1591,1591,57,Hospitalization,ANDA201512
1592,1592,8,Life Threatening Event,ANDA201512
1593,1593,387,Serious Cases,ANDA206866
1594,1594,20,Death,ANDA206866
1595,1595,21,Disabling,ANDA206866
1596,1596,161,Hospitalization,ANDA206866
1597,1597,19,Life Threatening Event,ANDA206866
1598,1598,173,Serious Cases,BLA101246
1599,1599,10,Death,BLA101246
1600,1600,5,Disabling,BLA101246
1601,1601,88,Hospitalization,BLA101246
1602,1602,5,Life Threatening Event,BLA101246
1603,1603,6788,Serious Cases,NDA022425
1604,1604,630,Death,NDA022425
1605,1605,202,Disabling,NDA022425
1606,1606,3207,Hospitalization,NDA022425
1607,1607,343,Life Threatening Event,NDA022425
1608,1608,29706,Serious Cases,NDA201635
1609,1609,3417,Death,NDA201635
1610,1610,1237,Disabling,NDA201635
1611,1611,10298,Hospitalization,NDA201635
1612,1612,1593,Life Threatening Event,NDA201635
1613,1613,6020,Serious Cases,NDA021641
1614,1614,981,Death,NDA021641
1615,1615,176,Disabling,NDA021641
1616,1616,2991,Hospitalization,NDA021641
1617,1617,225,Life Threatening Event,NDA021641
1618,1618,5209,Serious Cases,BLA019640
1619,1619,445,Death,BLA019640
1620,1620,142,Disabling,BLA019640
1621,1621,2071,Hospitalization,BLA019640
1622,1622,266,Life Threatening Event,BLA019640
1623,1623,5822,Serious Cases,ANDA076362
1624,1624,1118,Death,ANDA076362
1625,1625,283,Disabling,ANDA076362
1626,1626,3254,Hospitalization,ANDA076362
1627,1627,856,Life Threatening Event,ANDA076362
1628,1628,25627,Serious Cases,NDA202192
1629,1629,7694,Death,NDA202192
1630,1630,190,Disabling,NDA202192
1631,1631,10225,Hospitalization,NDA202192
1632,1632,652,Life Threatening Event,NDA202192
1633,1633,7199,Serious Cases,NDA021829
1634,1634,1667,Death,NDA021829
1635,1635,222,Disabling,NDA021829
1636,1636,3226,Hospitalization,NDA021829
1637,1637,196,Life Threatening Event,NDA021829
1638,1638,3837,Serious Cases,NDA021985
1639,1639,566,Death,NDA021985
1640,1640,169,Disabling,NDA021985
1641,1641,1737,Hospitalization,NDA021985
1642,1642,343,Life Threatening Event,NDA021985
1643,1643,1110,Serious Cases,NDA020865
1644,1644,47,Death,NDA020865
1645,1645,46,Disabling,NDA020865
1646,1646,385,Hospitalization,NDA020865
1647,1647,34,Life Threatening Event,NDA020865
1648,1648,3728,Serious Cases,NDA022187
1649,1649,450,Death,NDA022187
1650,1650,168,Disabling,NDA022187
1651,1651,1245,Hospitalization,NDA022187
1652,1652,212,Life Threatening Event,NDA022187
1653,1653,541,Serious Cases,ANDA074926
1654,1654,70,Death,ANDA074926
1655,1655,16,Disabling,ANDA074926
1656,1656,255,Hospitalization,ANDA074926
1657,1657,43,Life Threatening Event,ANDA074926
1658,1658,8029,Serious Cases,ANDA204814
1659,1659,600,Death,ANDA204814
1660,1660,275,Disabling,ANDA204814
1661,1661,4731,Hospitalization,ANDA204814
1662,1662,614,Life Threatening Event,ANDA204814
1663,1663,17759,Serious Cases,NDA020538
1664,1664,695,Death,NDA020538
1665,1665,926,Disabling,NDA020538
1666,1666,5742,Hospitalization,NDA020538
1667,1667,615,Life Threatening Event,NDA020538
1668,1668,1029,Serious Cases,ANDA212044
1669,1669,126,Death,ANDA212044
1670,1670,49,Disabling,ANDA212044
1671,1671,514,Hospitalization,ANDA212044
1672,1672,47,Life Threatening Event,ANDA212044
1673,1673,3901,Serious Cases,NDA021835
1674,1674,361,Death,NDA021835
1675,1675,156,Disabling,NDA021835
1676,1676,1596,Hospitalization,NDA021835
1677,1677,181,Life Threatening Event,NDA021835
1678,1678,174,Serious Cases,NDA022058
1679,1679,28,Death,NDA022058
1680,1680,3,Disabling,NDA022058
1681,1681,45,Hospitalization,NDA022058
1682,1682,2,Life Threatening Event,NDA022058
1683,1683,1722,Serious Cases,NDA205649
1684,1684,148,Death,NDA205649
1685,1685,54,Disabling,NDA205649
1686,1686,795,Hospitalization,NDA205649
1687,1687,174,Life Threatening Event,NDA205649
1688,1688,2010,Serious Cases,NDA019117
1689,1689,226,Death,NDA019117
1690,1690,82,Disabling,NDA019117
1691,1691,876,Hospitalization,NDA019117
1692,1692,52,Life Threatening Event,NDA019117
1693,1693,1068,Serious Cases,ANDA216859
1694,1694,205,Death,ANDA216859
1695,1695,241,Disabling,ANDA216859
1696,1696,524,Hospitalization,ANDA216859
1697,1697,297,Life Threatening Event,ANDA216859
1698,1698,52720,Serious Cases,NDA020505
1699,1699,4598,Death,NDA020505
1700,1700,2338,Disabling,NDA020505
1701,1701,19035,Hospitalization,NDA020505
1702,1702,2520,Life Threatening Event,NDA020505
1703,1703,25,Serious Cases,ANDA062365
1704,1704,4,Death,ANDA062365
1705,1705,1,Disabling,ANDA062365
1706,1706,8,Hospitalization,ANDA062365
1707,1707,1,Life Threatening Event,ANDA062365
1708,1708,605,Serious Cases,ANDA215061
1709,1709,116,Death,ANDA215061
1710,1710,34,Disabling,ANDA215061
1711,1711,210,Hospitalization,ANDA215061
1712,1712,78,Life Threatening Event,ANDA215061
1713,1713,1217,Serious Cases,ANDA076225
1714,1714,39,Death,ANDA076225
1715,1715,56,Disabling,ANDA076225
1716,1716,519,Hospitalization,ANDA076225
1717,1717,93,Life Threatening Event,ANDA076225
1718,1718,516,Serious Cases,BLA125360
1719,1719,63,Death,BLA125360
1720,1720,44,Disabling,BLA125360
1721,1721,147,Hospitalization,BLA125360
1722,1722,18,Life Threatening Event,BLA125360
1723,1723,1313,Serious Cases,ANDA216807
1724,1724,286,Death,ANDA216807
1725,1725,20,Disabling,ANDA216807
1726,1726,640,Hospitalization,ANDA216807
1727,1727,92,Life Threatening Event,ANDA216807
1728,1728,1826,Serious Cases,NDA020379
1729,1729,220,Death,NDA020379
1730,1730,69,Disabling,NDA020379
1731,1731,576,Hospitalization,NDA020379
1732,1732,145,Life Threatening Event,NDA020379
1733,1733,3079,Serious Cases,NDA202450
1734,1734,251,Death,NDA202450
1735,1735,104,Disabling,NDA202450
1736,1736,1639,Hospitalization,NDA202450
1737,1737,69,Life Threatening Event,NDA202450
1738,1738,2103,Serious Cases,NDA017808
1739,1739,266,Death,NDA017808
1740,1740,136,Disabling,NDA017808
1741,1741,938,Hospitalization,NDA017808
1742,1742,84,Life Threatening Event,NDA017808
1743,1743,32,Serious Cases,NDA019193
1744,1744,4,Death,NDA019193
1745,1745,2,Disabling,NDA019193
1746,1746,14,Hospitalization,NDA019193
1747,1747,4,Life Threatening Event,NDA019193
1748,1748,4433,Serious Cases,ANDA073263
1749,1749,443,Death,ANDA073263
1750,1750,125,Disabling,ANDA073263
1751,1751,2170,Hospitalization,ANDA073263
1752,1752,197,Life Threatening Event,ANDA073263
1753,1753,247,Serious Cases,ANDA208011
1754,1754,7,Death,ANDA208011
1755,1755,6,Disabling,ANDA208011
1756,1756,68,Hospitalization,ANDA208011
1757,1757,4,Life Threatening Event,ANDA208011
1758,1758,7,Serious Cases,ANDA209837
1759,1759,6,Hospitalization,ANDA209837
1760,1760,3,Life Threatening Event,ANDA209837
1761,1761,2885,Serious Cases,NDA020758
1762,1762,269,Death,NDA020758
1763,1763,142,Disabling,NDA020758
1764,1764,1463,Hospitalization,NDA020758
1765,1765,140,Life Threatening Event,NDA020758
1766,1766,7886,Serious Cases,ANDA206543
1767,1767,1381,Death,ANDA206543
1768,1768,385,Disabling,ANDA206543
1769,1769,4551,Hospitalization,ANDA206543
1770,1770,796,Life Threatening Event,ANDA206543
1771,1771,90235,Serious Cases,NDA022285
1772,1772,10106,Death,NDA022285
1773,1773,2362,Disabling,NDA022285
1774,1774,40284,Hospitalization,NDA022285
1775,1775,6152,Life Threatening Event,NDA022285
1776,1776,185,Serious Cases,ANDA091592
1777,1777,13,Death,ANDA091592
1778,1778,6,Disabling,ANDA091592
1779,1779,91,Hospitalization,ANDA091592
1780,1780,6,Life Threatening Event,ANDA091592
1781,1781,1355,Serious Cases,NDA208658
1782,1782,73,Death,NDA208658
1783,1783,28,Disabling,NDA208658
1784,1784,728,Hospitalization,NDA208658
1785,1785,130,Life Threatening Event,NDA208658
1786,1786,511,Serious Cases,ANDA207127
1787,1787,114,Death,ANDA207127
1788,1788,9,Disabling,ANDA207127
1789,1789,277,Hospitalization,ANDA207127
1790,1790,42,Life Threatening Event,ANDA207127
1791,1791,2629,Serious Cases,NDA050808
1792,1792,526,Death,NDA050808
1793,1793,239,Disabling,NDA050808
1794,1794,1154,Hospitalization,NDA050808
1795,1795,410,Life Threatening Event,NDA050808
1796,1796,1736,Serious Cases,ANDA204028
1797,1797,276,Death,ANDA204028
1798,1798,46,Disabling,ANDA204028
1799,1799,762,Hospitalization,ANDA204028
1800,1800,116,Life Threatening Event,ANDA204028
1801,1801,459,Serious Cases,NDA022519
1802,1802,20,Death,NDA022519
1803,1803,19,Disabling,NDA022519
1804,1804,113,Hospitalization,NDA022519
1805,1805,10,Life Threatening Event,NDA022519
1806,1806,34294,Serious Cases,NDA020531
1807,1807,4462,Death,NDA020531
1808,1808,1619,Disabling,NDA020531
1809,1809,15963,Hospitalization,NDA020531
1810,1810,3305,Life Threatening Event,NDA020531
1811,1811,64,Serious Cases,ANDA076065
1812,1812,13,Death,ANDA076065
1813,1813,2,Disabling,ANDA076065
1814,1814,23,Hospitalization,ANDA076065
1815,1815,2,Life Threatening Event,ANDA076065
1816,1816,50845,Serious Cases,part349
1817,1817,6698,Death,part349
1818,1818,1560,Disabling,part349
1819,1819,28517,Hospitalization,part349
1820,1820,4323,Life Threatening Event,part349
1821,1821,20939,Serious Cases,ANDA078581
1822,1822,6014,Death,ANDA078581
1823,1823,896,Disabling,ANDA078581
1824,1824,9194,Hospitalization,ANDA078581
1825,1825,1335,Life Threatening Event,ANDA078581
1826,1826,1083,Serious Cases,NDA021060
1827,1827,116,Death,NDA021060
1828,1828,15,Disabling,NDA021060
1829,1829,536,Hospitalization,NDA021060
1830,1830,41,Life Threatening Event,NDA021060
1831,1831,35491,Serious Cases,BLA103976
1832,1832,2144,Death,BLA103976
1833,1833,714,Disabling,BLA103976
1834,1834,12838,Hospitalization,BLA103976
1835,1835,1668,Life Threatening Event,BLA103976
1836,1836,24914,Serious Cases,NDA020487
1837,1837,2846,Death,NDA020487
1838,1838,862,Disabling,NDA020487
1839,1839,13757,Hospitalization,NDA020487
1840,1840,1745,Life Threatening Event,NDA020487
1841,1841,553,Serious Cases,ANDA075796
1842,1842,28,Death,ANDA075796
1843,1843,28,Disabling,ANDA075796
1844,1844,222,Hospitalization,ANDA075796
1845,1845,29,Life Threatening Event,ANDA075796
1846,1846,395,Serious Cases,ANDA204521
1847,1847,77,Death,ANDA204521
1848,1848,21,Disabling,ANDA204521
1849,1849,153,Hospitalization,ANDA204521
1850,1850,28,Life Threatening Event,ANDA204521
1851,1851,26598,Serious Cases,NDA200533
1852,1852,19768,Death,NDA200533
1853,1853,123,Disabling,NDA200533
1854,1854,3269,Hospitalization,NDA200533
1855,1855,205,Life Threatening Event,NDA200533
1856,1856,7664,Serious Cases,NDA050627
1857,1857,986,Death,NDA050627
1858,1858,165,Disabling,NDA050627
1859,1859,3721,Hospitalization,NDA050627
1860,1860,530,Life Threatening Event,NDA050627
1861,1861,1397,Serious Cases,ANDA200881
1862,1862,123,Death,ANDA200881
1863,1863,53,Disabling,ANDA200881
1864,1864,699,Hospitalization,ANDA200881
1865,1865,114,Life Threatening Event,ANDA200881
1866,1866,19742,Serious Cases,NDA020908
1867,1867,816,Death,NDA020908
1868,1868,1053,Disabling,NDA020908
1869,1869,6505,Hospitalization,NDA020908
1870,1870,743,Life Threatening Event,NDA020908
1871,1871,180,Serious Cases,ANDA208699
1872,1872,18,Death,ANDA208699
1873,1873,14,Disabling,ANDA208699
1874,1874,105,Hospitalization,ANDA208699
1875,1875,10,Life Threatening Event,ANDA208699
1876,1876,73782,Serious Cases,NDA022081
1877,1877,15976,Death,NDA022081
1878,1878,627,Disabling,NDA022081
1879,1879,48080,Hospitalization,NDA022081
1880,1880,973,Life Threatening Event,NDA022081
1881,1881,3400,Serious Cases,NDA018658
1882,1882,1590,Death,NDA018658
1883,1883,48,Disabling,NDA018658
1884,1884,1131,Hospitalization,NDA018658
1885,1885,176,Life Threatening Event,NDA018658
1886,1886,20247,Serious Cases,NDA204819
1887,1887,5806,Death,NDA204819
1888,1888,130,Disabling,NDA204819
1889,1889,12828,Hospitalization,NDA204819
1890,1890,356,Life Threatening Event,NDA204819
1891,1891,1603,Serious Cases,NDA021620
1892,1892,71,Death,NDA021620
1893,1893,26,Disabling,NDA021620
1894,1894,467,Hospitalization,NDA021620
1895,1895,38,Life Threatening Event,NDA021620
1896,1896,549,Serious Cases,NDA207695
1897,1897,21,Death,NDA207695
1898,1898,16,Disabling,NDA207695
1899,1899,101,Hospitalization,NDA207695
1900,1900,1,Life Threatening Event,NDA207695
1901,1901,114,Serious Cases,ANDA204746
1902,1902,7,Death,ANDA204746
1903,1903,3,Disabling,ANDA204746
1904,1904,55,Hospitalization,ANDA204746
1905,1905,6,Life Threatening Event,ANDA204746
1906,1906,11,Serious Cases,NDA018749
1907,1907,5,Death,NDA018749
1908,1908,6,Hospitalization,NDA018749
1909,1909,57501,Serious Cases,NDA017581
1910,1910,5495,Death,NDA017581
1911,1911,3635,Disabling,NDA017581
1912,1912,23540,Hospitalization,NDA017581
1913,1913,3371,Life Threatening Event,NDA017581
1914,1914,26070,Serious Cases,M009
